AC,AG,AT,CG,CT,GT,piA1,piC1,piG1,piT1,piA2,piC2,piG2,piT2,piA3,piC3,piG3,piT3,omega,epsilon,number_of_sequences,number_of_sites,epistatic_sites,seed,mean_bl,stddev_bl
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,39,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,40,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,41,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,42,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,43,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,44,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,45,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,46,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,47,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,48,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,49,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,50,501,20,50,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,1,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,2,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,3,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,4,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,5,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,6,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,7,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,8,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,9,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,10,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,11,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,12,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,13,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,14,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,15,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,16,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,17,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,18,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,19,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,20,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,21,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,22,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,23,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,24,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,25,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,26,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,27,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,28,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,29,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,30,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,31,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,32,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,33,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,34,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,35,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,36,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,37,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,38,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,39,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,40,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,41,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,42,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,43,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,44,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,45,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,46,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,47,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,48,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,49,0.007152316725,0.005652364254
0.1762824741,1,0.1279118545,0.04675041524,0.2803392525,0.1443056515,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.1,0.2,0.3,0.4,0.8,2,100,1002,20,50,0.007152316725,0.005652364254
